2019-01-15 17:53:43.264337: E tensorflow/stream_executor/cuda/cuda_driver.cc:397] failed call to cuInit: CUDA_ERROR_NO_DEVICE
2019-01-15 17:53:43.264446: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:145] kernel driver does not appear to be running on this host (tegra-ubuntu): /proc/driver/nvidia/version does not exist
DNN is on
verbose: 1
Initilize NULL camera. (320 x 240)
camera init completed.
Load TF
Load Model
/home/nvidia/ssd/gits/sandbox/deeppicar/models/model-5conv_3fc-ittc_room.ckpt
Done..
[ 539] 8.688: took 15.929 ms
[ 540] 8.704: took 15.931 ms
[ 541] 8.720: took 15.970 ms
[ 542] 8.736: took 15.887 ms
[ 543] 8.752: took 15.979 ms
[ 544] 8.768: took 16.028 ms
[ 545] 8.784: took 16.072 ms
[ 546] 8.800: took 15.945 ms
[ 547] 8.816: took 16.354 ms
[ 548] 8.832: took 16.050 ms
[ 549] 8.848: took 16.049 ms
[ 550] 8.865: took 15.989 ms
[ 551] 8.881: took 16.018 ms
[ 552] 8.897: took 15.998 ms
[ 553] 8.913: took 15.927 ms
[ 554] 8.929: took 15.979 ms
[ 555] 8.945: took 16.005 ms
[ 556] 8.961: took 15.880 ms
[ 557] 8.977: took 15.986 ms
[ 558] 8.993: took 15.833 ms
[ 559] 9.009: took 15.893 ms
[ 560] 9.025: took 15.919 ms
[ 561] 9.041: took 15.987 ms
[ 562] 9.057: took 15.900 ms
[ 563] 9.073: took 16.200 ms
[ 564] 9.089: took 15.907 ms
[ 565] 9.105: took 15.931 ms
[ 566] 9.121: took 15.909 ms
[ 567] 9.137: took 15.928 ms
[ 568] 9.153: took 15.884 ms
[ 569] 9.169: took 15.926 ms
[ 570] 9.185: took 16.090 ms
[ 571] 9.201: took 15.978 ms
[ 572] 9.217: took 15.954 ms
[ 573] 9.233: took 16.232 ms
[ 574] 9.249: took 16.108 ms
[ 575] 9.265: took 16.244 ms
[ 576] 9.282: took 16.107 ms
[ 577] 9.298: took 16.185 ms
[ 578] 9.314: took 16.161 ms
[ 579] 9.330: took 16.113 ms
[ 580] 9.346: took 16.114 ms
[ 581] 9.363: took 16.199 ms
[ 582] 9.379: took 16.045 ms
[ 583] 9.395: took 16.082 ms
[ 584] 9.411: took 16.053 ms
[ 585] 9.427: took 16.022 ms
[ 586] 9.443: took 16.053 ms
[ 587] 9.459: took 16.184 ms
[ 588] 9.476: took 16.000 ms
[ 589] 9.492: took 15.974 ms
[ 590] 9.508: took 15.943 ms
[ 591] 9.524: took 16.143 ms
[ 592] 9.540: took 16.005 ms
[ 593] 9.556: took 15.942 ms
[ 594] 9.572: took 15.942 ms
[ 595] 9.588: took 15.969 ms
[ 596] 9.604: took 15.927 ms
[ 597] 9.620: took 16.021 ms
[ 598] 9.636: took 15.924 ms
[ 599] 9.652: took 16.014 ms
[ 600] 9.668: took 15.946 ms
[ 601] 9.684: took 16.017 ms
[ 602] 9.700: took 16.092 ms
[ 603] 9.716: took 15.995 ms
[ 604] 9.733: took 16.000 ms
[ 605] 9.749: took 16.149 ms
[ 606] 9.765: took 16.044 ms
[ 607] 9.781: took 16.038 ms
[ 608] 9.797: took 15.977 ms
[ 609] 9.813: took 15.997 ms
[ 610] 9.829: took 15.875 ms
[ 611] 9.845: took 15.955 ms
[ 612] 9.861: took 15.906 ms
[ 613] 9.877: took 15.956 ms
[ 614] 9.893: took 15.862 ms
[ 615] 9.909: took 15.954 ms
[ 616] 9.925: took 15.909 ms
[ 617] 9.941: took 15.940 ms
[ 618] 9.957: took 15.858 ms
[ 619] 9.973: took 15.957 ms
[ 620] 9.989: took 15.886 ms
[ 621] 10.005: took 15.884 ms
[ 622] 10.021: took 15.947 ms
[ 623] 10.037: took 15.961 ms
[ 624] 10.053: took 15.896 ms
[ 625] 10.069: took 15.981 ms
[ 626] 10.085: took 15.982 ms
[ 627] 10.101: took 16.017 ms
[ 628] 10.117: took 15.978 ms
[ 629] 10.133: took 15.970 ms
[ 630] 10.149: took 16.015 ms
[ 631] 10.165: took 16.033 ms
[ 632] 10.181: took 16.191 ms
[ 633] 10.197: took 16.265 ms
[ 634] 10.214: took 16.219 ms
[ 635] 10.230: took 16.044 ms
[ 636] 10.246: took 15.934 ms
[ 637] 10.262: took 16.023 ms
[ 638] 10.278: took 16.046 ms
[ 639] 10.294: took 15.972 ms
[ 640] 10.310: took 16.035 ms
[ 641] 10.326: took 16.140 ms
[ 642] 10.343: took 15.939 ms
[ 643] 10.359: took 15.949 ms
[ 644] 10.375: took 15.970 ms
[ 645] 10.391: took 15.961 ms
[ 646] 10.407: took 15.898 ms
[ 647] 10.423: took 16.031 ms
[ 648] 10.439: took 15.916 ms
[ 649] 10.455: took 15.968 ms
[ 650] 10.471: took 15.867 ms
[ 651] 10.487: took 15.942 ms
[ 652] 10.503: took 15.996 ms
[ 653] 10.519: took 15.954 ms
[ 654] 10.535: took 16.073 ms
[ 655] 10.551: took 16.030 ms
[ 656] 10.567: took 15.985 ms
[ 657] 10.583: took 16.041 ms
[ 658] 10.599: took 15.977 ms
[ 659] 10.615: took 16.033 ms
[ 660] 10.631: took 15.917 ms
[ 661] 10.647: took 15.996 ms
[ 662] 10.663: took 15.970 ms
[ 663] 10.679: took 15.993 ms
[ 664] 10.695: took 15.929 ms
[ 665] 10.711: took 15.963 ms
[ 666] 10.727: took 15.879 ms
[ 667] 10.743: took 15.998 ms
[ 668] 10.759: took 15.866 ms
[ 669] 10.775: took 15.922 ms
[ 670] 10.791: took 15.932 ms
[ 671] 10.807: took 15.972 ms
