2019-01-15 17:10:12.305000: E tensorflow/stream_executor/cuda/cuda_driver.cc:397] failed call to cuInit: CUDA_ERROR_NO_DEVICE
2019-01-15 17:10:12.305132: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:145] kernel driver does not appear to be running on this host (tegra-ubuntu): /proc/driver/nvidia/version does not exist
DNN is on
verbose: 1
Initilize NULL camera. (320 x 240)
camera init completed.
Load TF
Load Model
/home/nvidia/ssd/gits/sandbox/deeppicar/models/model-5conv_3fc-ittc_room.ckpt
Done..
[ 273] 5.480: took 19.273 ms
[ 274] 5.500: took 18.916 ms
[ 275] 5.520: took 19.164 ms
[ 276] 5.540: took 18.820 ms
[ 277] 5.560: took 19.293 ms
[ 278] 5.580: took 19.496 ms
[ 279] 5.600: took 19.174 ms
[ 280] 5.620: took 19.120 ms
[ 281] 5.640: took 19.087 ms
[ 282] 5.660: took 18.954 ms
[ 283] 5.680: took 19.364 ms
[ 284] 5.700: took 18.911 ms
[ 285] 5.720: took 19.251 ms
[ 286] 5.740: took 19.141 ms
[ 287] 5.760: took 19.190 ms
[ 288] 5.780: took 18.992 ms
[ 289] 5.800: took 19.064 ms
[ 290] 5.820: took 18.798 ms
[ 291] 5.840: took 18.887 ms
[ 292] 5.860: took 19.409 ms
[ 293] 5.880: took 19.024 ms
[ 294] 5.900: took 19.107 ms
[ 295] 5.920: took 18.885 ms
[ 296] 5.940: took 19.154 ms
[ 297] 5.960: took 18.858 ms
[ 298] 5.980: took 18.907 ms
[ 299] 6.000: took 19.063 ms
[ 300] 6.020: took 19.057 ms
[ 301] 6.040: took 19.229 ms
[ 302] 6.060: took 19.278 ms
[ 303] 6.080: took 19.125 ms
[ 304] 6.100: took 18.955 ms
[ 305] 6.120: took 19.061 ms
[ 306] 6.140: took 19.007 ms
[ 307] 6.160: took 19.082 ms
[ 308] 6.180: took 19.049 ms
[ 309] 6.200: took 19.152 ms
[ 310] 6.220: took 19.148 ms
[ 311] 6.240: took 19.209 ms
[ 312] 6.260: took 19.182 ms
[ 313] 6.280: took 18.839 ms
[ 314] 6.300: took 19.042 ms
[ 315] 6.320: took 19.258 ms
[ 316] 6.340: took 19.050 ms
[ 317] 6.360: took 19.034 ms
[ 318] 6.380: took 19.068 ms
[ 319] 6.400: took 19.219 ms
[ 320] 6.420: took 19.060 ms
[ 321] 6.440: took 19.308 ms
[ 322] 6.460: took 19.172 ms
[ 323] 6.480: took 19.058 ms
[ 324] 6.500: took 19.945 ms
[ 325] 6.520: took 19.250 ms
[ 326] 6.540: took 19.028 ms
[ 327] 6.560: took 19.165 ms
[ 328] 6.580: took 19.151 ms
[ 329] 6.600: took 19.032 ms
[ 330] 6.620: took 19.123 ms
[ 331] 6.640: took 19.220 ms
[ 332] 6.660: took 19.056 ms
[ 333] 6.680: took 19.015 ms
[ 334] 6.700: took 18.938 ms
[ 335] 6.720: took 19.101 ms
[ 336] 6.740: took 18.692 ms
[ 337] 6.760: took 18.922 ms
[ 338] 6.780: took 18.948 ms
[ 339] 6.800: took 18.785 ms
[ 340] 6.820: took 18.866 ms
[ 341] 6.840: took 19.049 ms
[ 342] 6.860: took 19.554 ms
[ 343] 6.880: took 19.057 ms
[ 344] 6.900: took 18.946 ms
[ 345] 6.920: took 19.138 ms
[ 346] 6.940: took 19.211 ms
[ 347] 6.960: took 18.890 ms
[ 348] 6.980: took 18.837 ms
[ 349] 7.000: took 19.195 ms
[ 350] 7.020: took 18.971 ms
[ 351] 7.040: took 19.054 ms
[ 352] 7.060: took 19.060 ms
[ 353] 7.080: took 19.260 ms
[ 354] 7.100: took 18.961 ms
[ 355] 7.120: took 19.047 ms
[ 356] 7.140: took 19.236 ms
[ 357] 7.160: took 18.927 ms
[ 358] 7.180: took 18.883 ms
[ 359] 7.200: took 19.299 ms
[ 360] 7.220: took 19.469 ms
[ 361] 7.240: took 19.077 ms
[ 362] 7.260: took 19.051 ms
[ 363] 7.280: took 19.142 ms
[ 364] 7.300: took 19.025 ms
[ 365] 7.320: took 19.168 ms
[ 366] 7.340: took 19.173 ms
[ 367] 7.360: took 19.134 ms
[ 368] 7.380: took 19.443 ms
[ 369] 7.400: took 19.322 ms
[ 370] 7.420: took 19.686 ms
[ 371] 7.440: took 19.209 ms
[ 372] 7.460: took 19.184 ms
[ 373] 7.480: took 19.259 ms
[ 374] 7.500: took 19.096 ms
[ 375] 7.520: took 19.158 ms
[ 376] 7.540: took 19.255 ms
[ 377] 7.560: took 19.167 ms
