2019-01-15 12:44:52.931199: E tensorflow/stream_executor/cuda/cuda_driver.cc:397] failed call to cuInit: CUDA_ERROR_NO_DEVICE
2019-01-15 12:44:52.931371: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:145] kernel driver does not appear to be running on this host (tegra-ubuntu): /proc/driver/nvidia/version does not exist
DNN is on
verbose: 1
Initilize NULL camera. (320 x 240)
camera init completed.
Load TF
Load Model
/home/nvidia/ssd/gits/sandbox/deeppicar/models/model-5conv_3fc-ittc_room.ckpt
Done..
[   0] 0.020: took 33.893 ms
[   1] 0.054: took 13.025 ms
[   2] 0.067: took 12.369 ms
[   3] 0.080: took 12.263 ms
[   4] 0.100: took 12.173 ms
[   5] 0.120: took 12.335 ms
[   6] 0.140: took 12.243 ms
[   7] 0.160: took 12.356 ms
[   8] 0.180: took 12.251 ms
[   9] 0.200: took 12.518 ms
[  10] 0.220: took 12.295 ms
[  11] 0.240: took 12.458 ms
[  12] 0.260: took 12.005 ms
[  13] 0.280: took 12.128 ms
[  14] 0.300: took 11.824 ms
[  15] 0.320: took 12.143 ms
[  16] 0.340: took 12.103 ms
[  17] 0.360: took 11.950 ms
[  18] 0.380: took 11.471 ms
[  19] 0.400: took 12.148 ms
[  20] 0.420: took 12.403 ms
[  21] 0.440: took 12.389 ms
[  22] 0.460: took 12.176 ms
[  23] 0.480: took 12.293 ms
[  24] 0.500: took 12.342 ms
[  25] 0.520: took 12.336 ms
[  26] 0.540: took 12.196 ms
[  27] 0.560: took 12.207 ms
[  28] 0.580: took 12.303 ms
[  29] 0.600: took 12.179 ms
[  30] 0.620: took 12.247 ms
[  31] 0.640: took 12.019 ms
[  32] 0.660: took 12.000 ms
[  33] 0.680: took 12.055 ms
[  34] 0.700: took 12.079 ms
[  35] 0.720: took 12.292 ms
[  36] 0.740: took 11.916 ms
[  37] 0.760: took 12.175 ms
[  38] 0.780: took 12.264 ms
[  39] 0.800: took 12.206 ms
[  40] 0.820: took 12.195 ms
[  41] 0.840: took 12.276 ms
[  42] 0.860: took 12.296 ms
[  43] 0.880: took 12.602 ms
[  44] 0.900: took 12.210 ms
[  45] 0.920: took 12.171 ms
[  46] 0.940: took 12.287 ms
[  47] 0.960: took 12.291 ms
[  48] 0.980: took 12.376 ms
[  49] 1.000: took 12.014 ms
[  50] 1.020: took 12.054 ms
[  51] 1.040: took 12.090 ms
[  52] 1.060: took 12.165 ms
[  53] 1.080: took 12.082 ms
[  54] 1.100: took 12.044 ms
[  55] 1.120: took 12.165 ms
[  56] 1.140: took 12.426 ms
[  57] 1.160: took 12.249 ms
[  58] 1.180: took 12.270 ms
[  59] 1.200: took 12.404 ms
[  60] 1.220: took 12.349 ms
[  61] 1.240: took 12.400 ms
[  62] 1.260: took 12.289 ms
[  63] 1.280: took 12.316 ms
[  64] 1.300: took 12.312 ms
[  65] 1.320: took 12.376 ms
[  66] 1.340: took 12.253 ms
[  67] 1.360: took 11.871 ms
[  68] 1.380: took 11.961 ms
[  69] 1.400: took 12.207 ms
[  70] 1.420: took 12.047 ms
[  71] 1.440: took 12.318 ms
[  72] 1.460: took 11.782 ms
[  73] 1.480: took 12.217 ms
[  74] 1.500: took 12.206 ms
[  75] 1.520: took 12.364 ms
[  76] 1.540: took 12.151 ms
[  77] 1.560: took 12.496 ms
[  78] 1.580: took 12.141 ms
[  79] 1.600: took 12.259 ms
[  80] 1.620: took 12.115 ms
[  81] 1.640: took 12.075 ms
[  82] 1.660: took 12.229 ms
[  83] 1.680: took 12.287 ms
[  84] 1.700: took 12.223 ms
[  85] 1.720: took 11.932 ms
[  86] 1.740: took 12.087 ms
[  87] 1.760: took 12.079 ms
[  88] 1.780: took 11.998 ms
[  89] 1.800: took 12.085 ms
[  90] 1.820: took 12.212 ms
[  91] 1.840: took 12.412 ms
[  92] 1.860: took 12.179 ms
[  93] 1.880: took 11.977 ms
[  94] 1.900: took 12.217 ms
[  95] 1.920: took 12.215 ms
[  96] 1.940: took 12.362 ms
[  97] 1.960: took 12.368 ms
[  98] 1.980: took 12.355 ms
[  99] 2.000: took 12.222 ms
[ 100] 2.020: took 12.222 ms
[ 101] 2.040: took 12.363 ms
[ 102] 2.060: took 12.417 ms
[ 103] 2.080: took 11.893 ms
[ 104] 2.100: took 11.962 ms
[ 105] 2.120: took 12.214 ms
[ 106] 2.140: took 12.279 ms
[ 107] 2.160: took 12.278 ms
[ 108] 2.180: took 12.131 ms
[ 109] 2.200: took 11.514 ms
[ 110] 2.220: took 12.467 ms
[ 111] 2.240: took 12.257 ms
[ 112] 2.260: took 12.399 ms
[ 113] 2.280: took 12.093 ms
[ 114] 2.300: took 12.196 ms
[ 115] 2.320: took 12.543 ms
[ 116] 2.340: took 12.219 ms
[ 117] 2.360: took 12.220 ms
[ 118] 2.380: took 12.181 ms
[ 119] 2.400: took 12.281 ms
[ 120] 2.420: took 12.468 ms
[ 121] 2.440: took 12.103 ms
[ 122] 2.460: took 12.084 ms
[ 123] 2.480: took 11.975 ms
[ 124] 2.500: took 11.960 ms
[ 125] 2.520: took 11.942 ms
[ 126] 2.540: took 12.120 ms
[ 127] 2.560: took 11.169 ms
[ 128] 2.580: took 12.173 ms
[ 129] 2.600: took 12.211 ms
[ 130] 2.620: took 12.342 ms
[ 131] 2.640: took 12.124 ms
[ 132] 2.660: took 12.064 ms
[ 133] 2.680: took 12.074 ms
[ 134] 2.700: took 12.315 ms
[ 135] 2.720: took 12.164 ms
[ 136] 2.740: took 12.178 ms
[ 137] 2.760: took 12.383 ms
[ 138] 2.780: took 12.164 ms
[ 139] 2.800: took 12.214 ms
[ 140] 2.820: took 11.991 ms
[ 141] 2.840: took 12.113 ms
[ 142] 2.860: took 12.014 ms
[ 143] 2.880: took 12.142 ms
[ 144] 2.900: took 12.095 ms
[ 145] 2.920: took 12.014 ms
[ 146] 2.940: took 12.215 ms
[ 147] 2.960: took 12.067 ms
[ 148] 2.980: took 12.219 ms
[ 149] 3.000: took 12.241 ms
[ 150] 3.020: took 12.195 ms
[ 151] 3.040: took 12.052 ms
[ 152] 3.060: took 12.267 ms
[ 153] 3.080: took 12.023 ms
[ 154] 3.100: took 12.058 ms
[ 155] 3.120: took 12.236 ms
[ 156] 3.140: took 12.119 ms
[ 157] 3.160: took 12.364 ms
[ 158] 3.180: took 12.163 ms
[ 159] 3.200: took 12.102 ms
[ 160] 3.220: took 12.050 ms
[ 161] 3.240: took 12.393 ms
[ 162] 3.260: took 12.280 ms
[ 163] 3.280: took 12.116 ms
[ 164] 3.300: took 12.128 ms
[ 165] 3.320: took 12.282 ms
