2019-01-15 12:50:09.449334: E tensorflow/stream_executor/cuda/cuda_driver.cc:397] failed call to cuInit: CUDA_ERROR_NO_DEVICE
2019-01-15 12:50:09.449444: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:145] kernel driver does not appear to be running on this host (tegra-ubuntu): /proc/driver/nvidia/version does not exist
DNN is on
verbose: 1
Initilize NULL camera. (320 x 240)
camera init completed.
Load TF
Load Model
/home/nvidia/ssd/gits/sandbox/deeppicar/models/model-5conv_3fc-ittc_room.ckpt
Done..
[   0] 0.020: took 26.067 ms
[   1] 0.046: took 10.968 ms
[   2] 0.060: took 10.964 ms
[   3] 0.080: took 10.648 ms
[   4] 0.100: took 10.640 ms
[   5] 0.120: took 10.785 ms
[   6] 0.140: took 11.020 ms
[   7] 0.160: took 10.853 ms
[   8] 0.180: took 10.821 ms
[   9] 0.200: took 11.123 ms
[  10] 0.220: took 10.627 ms
[  11] 0.240: took 10.985 ms
[  12] 0.260: took 10.783 ms
[  13] 0.280: took 10.974 ms
[  14] 0.300: took 10.658 ms
[  15] 0.320: took 11.296 ms
[  16] 0.340: took 10.631 ms
[  17] 0.360: took 10.602 ms
[  18] 0.380: took 10.619 ms
[  19] 0.400: took 10.807 ms
[  20] 0.420: took 10.580 ms
[  21] 0.440: took 10.799 ms
[  22] 0.460: took 10.742 ms
[  23] 0.480: took 10.837 ms
[  24] 0.500: took 10.788 ms
[  25] 0.520: took 10.728 ms
[  26] 0.540: took 10.373 ms
[  27] 0.560: took 10.479 ms
[  28] 0.580: took 10.484 ms
[  29] 0.600: took 10.528 ms
[  30] 0.620: took 10.468 ms
[  31] 0.640: took 10.482 ms
[  32] 0.660: took 10.670 ms
[  33] 0.680: took 10.632 ms
[  34] 0.700: took 10.640 ms
[  35] 0.720: took 10.679 ms
[  36] 0.740: took 10.738 ms
[  37] 0.760: took 10.749 ms
[  38] 0.780: took 10.729 ms
[  39] 0.800: took 10.702 ms
[  40] 0.820: took 10.529 ms
[  41] 0.840: took 10.534 ms
[  42] 0.860: took 10.399 ms
[  43] 0.880: took 11.460 ms
[  44] 0.900: took 11.112 ms
[  45] 0.920: took 10.808 ms
[  46] 0.940: took 10.606 ms
[  47] 0.960: took 10.762 ms
[  48] 0.980: took 10.711 ms
[  49] 1.000: took 10.819 ms
[  50] 1.020: took 10.601 ms
[  51] 1.040: took 10.596 ms
[  52] 1.060: took 10.534 ms
[  53] 1.080: took 11.056 ms
[  54] 1.100: took 10.533 ms
[  55] 1.120: took 10.698 ms
[  56] 1.140: took 10.661 ms
[  57] 1.160: took 10.758 ms
[  58] 1.180: took 10.562 ms
[  59] 1.200: took 10.843 ms
[  60] 1.220: took 10.767 ms
[  61] 1.240: took 10.736 ms
[  62] 1.260: took 10.600 ms
[  63] 1.280: took 10.719 ms
[  64] 1.300: took 10.566 ms
[  65] 1.320: took 10.633 ms
[  66] 1.340: took 10.687 ms
[  67] 1.360: took 10.663 ms
[  68] 1.380: took 10.575 ms
[  69] 1.400: took 10.842 ms
[  70] 1.420: took 10.590 ms
[  71] 1.440: took 10.667 ms
[  72] 1.460: took 10.598 ms
[  73] 1.480: took 10.646 ms
[  74] 1.500: took 10.718 ms
[  75] 1.520: took 10.726 ms
[  76] 1.540: took 10.871 ms
[  77] 1.560: took 10.640 ms
[  78] 1.580: took 10.733 ms
[  79] 1.600: took 10.906 ms
[  80] 1.620: took 10.976 ms
[  81] 1.640: took 10.915 ms
[  82] 1.660: took 10.792 ms
[  83] 1.680: took 10.914 ms
[  84] 1.700: took 10.753 ms
[  85] 1.720: took 10.913 ms
[  86] 1.740: took 10.542 ms
[  87] 1.760: took 10.790 ms
[  88] 1.780: took 10.571 ms
[  89] 1.800: took 10.802 ms
[  90] 1.820: took 10.800 ms
[  91] 1.840: took 10.744 ms
[  92] 1.860: took 10.863 ms
[  93] 1.880: took 10.707 ms
[  94] 1.900: took 10.759 ms
[  95] 1.920: took 11.092 ms
[  96] 1.940: took 10.625 ms
[  97] 1.960: took 10.725 ms
[  98] 1.980: took 10.656 ms
[  99] 2.000: took 10.765 ms
[ 100] 2.020: took 10.680 ms
[ 101] 2.040: took 10.870 ms
[ 102] 2.060: took 10.743 ms
[ 103] 2.080: took 10.691 ms
[ 104] 2.100: took 10.957 ms
[ 105] 2.120: took 11.010 ms
[ 106] 2.140: took 10.503 ms
[ 107] 2.160: took 11.095 ms
[ 108] 2.180: took 10.883 ms
[ 109] 2.200: took 10.676 ms
[ 110] 2.220: took 10.685 ms
[ 111] 2.240: took 10.640 ms
[ 112] 2.260: took 10.562 ms
[ 113] 2.280: took 10.521 ms
[ 114] 2.300: took 10.792 ms
[ 115] 2.320: took 10.717 ms
[ 116] 2.340: took 10.737 ms
[ 117] 2.360: took 10.790 ms
[ 118] 2.380: took 10.555 ms
[ 119] 2.400: took 10.656 ms
[ 120] 2.420: took 10.834 ms
[ 121] 2.440: took 10.887 ms
[ 122] 2.460: took 10.631 ms
[ 123] 2.480: took 10.663 ms
[ 124] 2.500: took 10.778 ms
[ 125] 2.520: took 10.681 ms
[ 126] 2.540: took 10.677 ms
[ 127] 2.560: took 10.849 ms
[ 128] 2.580: took 10.735 ms
[ 129] 2.600: took 10.914 ms
[ 130] 2.620: took 10.818 ms
[ 131] 2.640: took 11.077 ms
[ 132] 2.660: took 10.780 ms
[ 133] 2.680: took 10.834 ms
[ 134] 2.700: took 10.918 ms
[ 135] 2.720: took 10.733 ms
[ 136] 2.740: took 10.829 ms
[ 137] 2.760: took 10.599 ms
[ 138] 2.780: took 11.088 ms
[ 139] 2.800: took 10.616 ms
[ 140] 2.820: took 10.898 ms
[ 141] 2.840: took 10.895 ms
[ 142] 2.860: took 10.889 ms
[ 143] 2.880: took 10.845 ms
[ 144] 2.900: took 11.067 ms
[ 145] 2.920: took 10.814 ms
[ 146] 2.940: took 10.963 ms
[ 147] 2.960: took 10.631 ms
[ 148] 2.980: took 11.004 ms
[ 149] 3.000: took 10.998 ms
[ 150] 3.020: took 10.726 ms
[ 151] 3.040: took 10.827 ms
[ 152] 3.060: took 10.776 ms
[ 153] 3.080: took 10.589 ms
[ 154] 3.100: took 10.879 ms
[ 155] 3.120: took 10.573 ms
[ 156] 3.140: took 10.755 ms
[ 157] 3.160: took 10.780 ms
[ 158] 3.180: took 10.708 ms
[ 159] 3.200: took 10.702 ms
[ 160] 3.220: took 10.914 ms
[ 161] 3.240: took 11.244 ms
[ 162] 3.260: took 10.931 ms
[ 163] 3.280: took 10.714 ms
[ 164] 3.300: took 10.759 ms
[ 165] 3.320: took 10.648 ms
